ID,FID,Sp,Site,Date,Time,Latitude,Longitude,TL,FL,SL,Weight,Gender,GonadW,GIndex,StomachW,StomachLW,ContentW,GFI,EstGFI,SumContentW,Group,Phylum,Subphylum,Class,Subclass,Order,Suborder,Infraorder,Family,Genus,Species,Stage,Detail,Abundance,MaxLength,MinLength,DS,PreyW,Biomass,Comments
2433,HNG56,Herring,CS11,2015-10-16,8:45,49.376,-126.244,172,160,149,45889,F,192,0.004184009,647.7,590.7,57,12.42127743,0-25%,16.8,Hyperiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,,,Adult,Hyperiidae,1,4,4,3,2.4,14.28571429,Digested into pieces sized 1-3mm
2433,HNG56,Herring,CS11,2015-10-16,8:45,49.376,-126.244,172,160,149,45889,F,192,0.004184009,647.7,590.7,57,12.42127743,0-25%,16.8,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,7,1,0.8,2,0.1,0.595238095,
2434,HNG57,Herring,CS11,2015-10-16,8:45,49.376,-126.244,178,163,150,45012,F,247,0.005487426,917.1,742.3,174.8,38.83408869,25-50%,107.4,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Pseudocalananidae,Clausocalanus,parapergens,Adult,Clausocalanus parapergens,1,1,1,2,0.1,0.09310987,Female
2434,HNG57,Herring,CS11,2015-10-16,8:45,49.376,-126.244,178,163,150,45012,F,247,0.005487426,917.1,742.3,174.8,38.83408869,25-50%,107.4,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,1,1,1,1,0.1,0.09310987,
2434,HNG57,Herring,CS11,2015-10-16,8:45,49.376,-126.244,178,163,150,45012,F,247,0.005487426,917.1,742.3,174.8,38.83408869,25-50%,107.4,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,Thysanoessa,spinifera,Adult,Thysanoessa spinifera,2,15,12,2,24.3,22.62569832,Digested into pieces sized 5-11mm
2434,HNG57,Herring,CS11,2015-10-16,8:45,49.376,-126.244,178,163,150,45012,F,247,0.005487426,917.1,742.3,174.8,38.83408869,25-50%,107.4,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,6,11,10,3,49.8,46.36871508,
2434,HNG57,Herring,CS11,2015-10-16,8:45,49.376,-126.244,178,163,150,45012,F,247,0.005487426,917.1,742.3,174.8,38.83408869,25-50%,107.4,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,3,5,1,4,33.1,30.81936685,
2435,HNG58,Herring,CS11,2015-10-16,8:45,49.376,-126.244,177,155,145,40227,F,218,0.005419246,785.5,541.2,244.3,60.73035523,50-75%,172.8,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,1,1,1,1,0.1,0.05787037,
2435,HNG58,Herring,CS11,2015-10-16,8:45,49.376,-126.244,177,155,145,40227,F,218,0.005419246,785.5,541.2,244.3,60.73035523,50-75%,172.8,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,Euphausia,pacifica,Adult,Euphausia pacifica,3,24,21,1,95.1,55.03472222,
2435,HNG58,Herring,CS11,2015-10-16,8:45,49.376,-126.244,177,155,145,40227,F,218,0.005419246,785.5,541.2,244.3,60.73035523,50-75%,172.8,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,Euphausia,pacifica,Adult,Euphausia pacifica,3,25,15,2,65.2,37.73148148,
2435,HNG58,Herring,CS11,2015-10-16,8:45,49.376,-126.244,177,155,145,40227,F,218,0.005419246,785.5,541.2,244.3,60.73035523,50-75%,172.8,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,1,5,3,4,12.4,7.175925926,
2436,HNG59,Herring,CS11,2015-10-16,8:45,49.376,-126.244,178,157,145,45643,F,650,0.014240957,527.2,432.8,94.4,20.68225139,0-25%,,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,2,1,0.5,4,0.1,100,% volume is used instead of weight; only eyes and a couple appendages were present
2437,HNG60,Herring,CS11,2015-10-16,8:45,49.376,-126.244,185,165,155,58722,F,1149,0.019566772,583.1,524.5,58.6,9.979224141,0-25%,,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,1,1,1,1,0.1,20,% volume is used instead of weight
2437,HNG60,Herring,CS11,2015-10-16,8:45,49.376,-126.244,185,165,155,58722,F,1149,0.019566772,583.1,524.5,58.6,9.979224141,0-25%,,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,1,0.8,0.8,2,0.1,20,
2437,HNG60,Herring,CS11,2015-10-16,8:45,49.376,-126.244,185,165,155,58722,F,1149,0.019566772,583.1,524.5,58.6,9.979224141,0-25%,,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Centropagidae,Centropages,abdominalis,Adult,Centropages abdominalis,1,1.5,1.5,2,0.1,20,
2437,HNG60,Herring,CS11,2015-10-16,8:45,49.376,-126.244,185,165,155,58722,F,1149,0.019566772,583.1,524.5,58.6,9.979224141,0-25%,,Hyperiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,,,Juvenile,Hyperiidae,1,1,1,2,0.1,20,
2437,HNG60,Herring,CS11,2015-10-16,8:45,49.376,-126.244,185,165,155,58722,F,1149,0.019566772,583.1,524.5,58.6,9.979224141,0-25%,,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,1,0.5,0.5,3,0.1,20,
2438,HNG61,Herring,CS11,2015-10-16,8:45,49.376,-126.244,190,171,156,60356,M,450,0.007455762,625.4,605.5,19.9,3.29710385,0-25%,,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,5,1,0.8,1,0.1,66.66666667,% volume is used instead of weight
2438,HNG61,Herring,CS11,2015-10-16,8:45,49.376,-126.244,190,171,156,60356,M,450,0.007455762,625.4,605.5,19.9,3.29710385,0-25%,,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,3,1,0.5,3,0.1,33.33333333,
2439,HNG62,Herring,CS11,2015-10-16,8:45,49.376,-126.244,174,157,146,44131,M,177,0.004010786,496.5,477.6,18.9,4.282703768,0-25%,,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,3,1,1,1,0.1,100,% volume is used instead of weight
2440,HNG63,Herring,CS11,2015-10-16,8:45,49.376,-126.244,200,190,184,80238,F,1495,0.01863207,1135.6,1134.6,1,0.124629228,0-25%,,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,6,1,0.8,1,0.1,75,% volume is used instead of weight
2440,HNG63,Herring,CS11,2015-10-16,8:45,49.376,-126.244,200,190,184,80238,F,1495,0.01863207,1135.6,1134.6,1,0.124629228,0-25%,,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Temoridae,Eurytemora,pacifica,Adult,Eurytemora pacifica,1,1,1,2,0.1,12.5,
2440,HNG63,Herring,CS11,2015-10-16,8:45,49.376,-126.244,200,190,184,80238,F,1495,0.01863207,1135.6,1134.6,1,0.124629228,0-25%,,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Spinocalanidae,Spinocalanus,brevicaudatus,Adult,Spinocalanus brevicaudatus,1,1.5,1.5,2,0.1,12.5,
2441,HNG64,Herring,CS11,2015-10-16,8:45,49.376,-126.244,189,167,156,57923,F,888,0.015330698,648.2,602.6,45.6,7.872520415,0-25%,4,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,2,2,0.5,4,3.1,77.5,Only eyes and a couple appendages were present
2441,HNG64,Herring,CS11,2015-10-16,8:45,49.376,-126.244,189,167,156,57923,F,888,0.015330698,648.2,602.6,45.6,7.872520415,0-25%,4,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,13,1,0.8,2,0.1,2.5,
2441,HNG64,Herring,CS11,2015-10-16,8:45,49.376,-126.244,189,167,156,57923,F,888,0.015330698,648.2,602.6,45.6,7.872520415,0-25%,4,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Acartiidae,Acartia,danae,Adult,Acartia danae,1,1.3,1.3,2,0.1,2.5,
2441,HNG64,Herring,CS11,2015-10-16,8:45,49.376,-126.244,189,167,156,57923,F,888,0.015330698,648.2,602.6,45.6,7.872520415,0-25%,4,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,,,,Adult,Calanoida,4,2,0.5,3,0.7,17.5,
2442,HNG65,Herring,CS11,2015-10-16,8:45,49.376,-126.244,164,152,141,51367,F,339,0.006599568,667.4,664.5,2.9,0.564564798,0-25%,,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,5,1,0.8,2,0.1,50,% volume is used instead of weight
2442,HNG65,Herring,CS11,2015-10-16,8:45,49.376,-126.244,164,152,141,51367,F,339,0.006599568,667.4,664.5,2.9,0.564564798,0-25%,,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,,,,Adult,Calanoida,2,1,0.7,2,0.1,50,"Paracalanus, pseudocalanus, microcalanus, clausocalanus or ctenocalanus"
2443,HNG66,Herring,CS11,2015-10-16,8:45,49.376,-126.244,193,170,158,55577,F,1222,0.021987513,812.5,708,104.5,18.80274214,0-25%,87,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,5,10,1,3,74.7,85.86206897,"No dorsal spines, may be Euphausia pacifica"
2443,HNG66,Herring,CS11,2015-10-16,8:45,49.376,-126.244,193,170,158,55577,F,1222,0.021987513,812.5,708,104.5,18.80274214,0-25%,87,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,2,1.1,0.9,1,0.1,0.114942529,
2443,HNG66,Herring,CS11,2015-10-16,8:45,49.376,-126.244,193,170,158,55577,F,1222,0.021987513,812.5,708,104.5,18.80274214,0-25%,87,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,Euphausia,pacifica,Adult,Euphausia pacifica,1,15,15,2,12.2,14.02298851,
2444,HNG67,Herring,CS11,2015-10-16,8:45,49.376,-126.244,172,147,136,40400,M,73,0.001806931,724.4,634.7,89.7,22.2029703,0-25%,11.4,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,4,2,0.5,4,4.5,39.47368421,Only eyes and a couple appendages were present
2444,HNG67,Herring,CS11,2015-10-16,8:45,49.376,-126.244,172,147,136,40400,M,73,0.001806931,724.4,634.7,89.7,22.2029703,0-25%,11.4,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,Euphausia,pacifica,Adult,Euphausia pacifica,1,13,13,2,6.7,58.77192982,
2444,HNG67,Herring,CS11,2015-10-16,8:45,49.376,-126.244,172,147,136,40400,M,73,0.001806931,724.4,634.7,89.7,22.2029703,0-25%,11.4,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,10,1.1,0.8,2,0.1,0.877192982,
2444,HNG67,Herring,CS11,2015-10-16,8:45,49.376,-126.244,172,147,136,40400,M,73,0.001806931,724.4,634.7,89.7,22.2029703,0-25%,11.4,Hyperiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,Hyperoche,,Adult,Hyperoche,1,3,3,2,0.1,0.877192982,
2445,HNG68,Herring,CS11,2015-10-16,8:45,49.376,-126.244,185,167,148,51461,F,616,0.01197023,706.5,592.1,114.4,22.23042693,0-25%,28.4,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,Thysanoessa,raschii,Adult,Thysanoessa raschii,1,18,18,2,17.7,62.32394366,Digested into pieces sized 1-14mm
2445,HNG68,Herring,CS11,2015-10-16,8:45,49.376,-126.244,185,167,148,51461,F,616,0.01197023,706.5,592.1,114.4,22.23042693,0-25%,28.4,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,1,7,0.5,4,10.6,37.32394366,
2445,HNG68,Herring,CS11,2015-10-16,8:45,49.376,-126.244,185,167,148,51461,F,616,0.01197023,706.5,592.1,114.4,22.23042693,0-25%,28.4,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,4,1.1,0.9,2,0.1,0.352112676,
2446,HNG69,Herring,CS11,2015-10-16,8:45,49.376,-126.244,172,153,144,41077,M,241,0.00586703,692.6,639.1,53.5,13.02432018,0-25%,4.3,Barnacle,Arthropoda,Crustacea,Maxillopoda,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Balanus,crenatus,Cyprid,Balanus crenatus,1,0.8,0.8,1,0.1,2.325581395,
2446,HNG69,Herring,CS11,2015-10-16,8:45,49.376,-126.244,172,153,144,41077,M,241,0.00586703,692.6,639.1,53.5,13.02432018,0-25%,4.3,Decapod,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,,,,,,Megalopa,Decapoda,1,3,0.5,3,4.1,95.34883721,Crab shaped decapod larvae
2446,HNG69,Herring,CS11,2015-10-16,8:45,49.376,-126.244,172,153,144,41077,M,241,0.00586703,692.6,639.1,53.5,13.02432018,0-25%,4.3,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,1,0.8,0.8,2,0.1,2.325581395,
2447,HNG70,Herring,CS11,2015-10-16,8:45,49.376,-126.244,171,154,142,40399,F,575,0.014233026,818.6,640.7,177.9,44.03574346,25-50%,153,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,7,11,1,3,152.9,99.93464052,
2447,HNG70,Herring,CS11,2015-10-16,8:45,49.376,-126.244,171,154,142,40399,F,575,0.014233026,818.6,640.7,177.9,44.03574346,25-50%,153,Cyclopoid/Poecilostomatoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Poecilostomatoida,,,Corycaeidae,Ditrichocorycaeus,anglicus,Adult,Ditrichocorycaeus anglicus,2,0.9,0.8,2,0.1,0.065359477,
2448,HNG71,Herring,CS11,2015-10-16,8:45,49.376,-126.244,174,156,147,39790,M,176,0.004423222,851,622.5,228.5,57.42648907,25-50%,135.7,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,10,10,0.5,3,135.6,99.92630803,"No visible dorsal or rostral spines, may be Euphausia pacifica"
2448,HNG71,Herring,CS11,2015-10-16,8:45,49.376,-126.244,174,156,147,39790,M,176,0.004423222,851,622.5,228.5,57.42648907,25-50%,135.7,Barnacle,Arthropoda,Crustacea,Maxillopoda,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Balanus,crenatus,Cyprid,Balanus crenatus,1,0.9,0.9,2,0.1,0.073691968,
2456,HNG79,Herring,CS19,2015-10-16,16:27,49.396,-126.208,184,168,152,48527,F,947,0.019514909,1118.4,608.8,509.6,105.0137037,75-100%,460.5,Hyperiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,Hyperoche,,Adult,Hyperoche,2,6,6,1,3.8,0.825190011,
2456,HNG79,Herring,CS19,2015-10-16,16:27,49.396,-126.208,184,168,152,48527,F,947,0.019514909,1118.4,608.8,509.6,105.0137037,75-100%,460.5,Hyperiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,Themisto,,Adult,Themisto,1,4,3,1,8.1,1.758957655,
2456,HNG79,Herring,CS19,2015-10-16,16:27,49.396,-126.208,184,168,152,48527,F,947,0.019514909,1118.4,608.8,509.6,105.0137037,75-100%,460.5,Hyperiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,,,Adult,Hyperiidae,6,5,2,2,16.9,3.669923996,Themisto or Hyperoche
2456,HNG79,Herring,CS19,2015-10-16,16:27,49.396,-126.208,184,168,152,48527,F,947,0.019514909,1118.4,608.8,509.6,105.0137037,75-100%,460.5,Hyperiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Hyperiidea,Physocephalata,Hyperiidae,,,Adult,Hyperiidae,18,3,1,3,27.1,5.884907709,Themisto or Hyperoche
2456,HNG79,Herring,CS19,2015-10-16,16:27,49.396,-126.208,184,168,152,48527,F,947,0.019514909,1118.4,608.8,509.6,105.0137037,75-100%,460.5,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,Euphausia,pacifica,Adult,Euphausia pacifica,1,15,15,1,11.1,2.410423453,
2456,HNG79,Herring,CS19,2015-10-16,16:27,49.396,-126.208,184,168,152,48527,F,947,0.019514909,1118.4,608.8,509.6,105.0137037,75-100%,460.5,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,Euphausia,pacifica,Adult,Euphausia pacifica,2,11,9,2,12.4,2.692725299,
2456,HNG79,Herring,CS19,2015-10-16,16:27,49.396,-126.208,184,168,152,48527,F,947,0.019514909,1118.4,608.8,509.6,105.0137037,75-100%,460.5,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,22,10,0.5,3,170.2,36.95982628,
2456,HNG79,Herring,CS19,2015-10-16,16:27,49.396,-126.208,184,168,152,48527,F,947,0.019514909,1118.4,608.8,509.6,105.0137037,75-100%,460.5,Euphausiid,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Adult,Euphausiidae,5,1,0.5,4,207.9,45.1465798,
2456,HNG79,Herring,CS19,2015-10-16,16:27,49.396,-126.208,184,168,152,48527,F,947,0.019514909,1118.4,608.8,509.6,105.0137037,75-100%,460.5,Calanoid,Arthropoda,Crustacea,Maxillopoda,Copepoda,Calanoida,,,Calanidae,Calanus,pacificus,Adult,Calanus pacificus,3,3,2.5,1,2.9,0.629750271,
