ID,FID,Sp,Site,Date,Latitude,Longitude,MaxLength,Group,Abundance,Biomass,PreyW,Region
2438,HNG61,Herring,CS11,2015-10-16,49.376,-126.244,1,Cyclopoid/Poecilostomatoid,3,33.33333333,0.1,Vancouver Island Inlets
2439,HNG62,Herring,CS11,2015-10-16,49.376,-126.244,1,Cyclopoid/Poecilostomatoid,3,100,0.1,Vancouver Island Inlets
2440,HNG63,Herring,CS11,2015-10-16,49.376,-126.244,1,Cyclopoid/Poecilostomatoid,6,75,0.1,Vancouver Island Inlets
2440,HNG63,Herring,CS11,2015-10-16,49.376,-126.244,1,Calanoid,1,12.5,0.1,Vancouver Island Inlets
2440,HNG63,Herring,CS11,2015-10-16,49.376,-126.244,1.5,Calanoid,1,12.5,0.1,Vancouver Island Inlets
2441,HNG64,Herring,CS11,2015-10-16,49.376,-126.244,2,Euphausiid,2,77.5,3.1,Vancouver Island Inlets
2441,HNG64,Herring,CS11,2015-10-16,49.376,-126.244,1,Cyclopoid/Poecilostomatoid,13,2.5,0.1,Vancouver Island Inlets
2441,HNG64,Herring,CS11,2015-10-16,49.376,-126.244,1.3,Calanoid,1,2.5,0.1,Vancouver Island Inlets
2441,HNG64,Herring,CS11,2015-10-16,49.376,-126.244,2,Calanoid,4,17.5,0.7,Vancouver Island Inlets
2442,HNG65,Herring,CS11,2015-10-16,49.376,-126.244,1,Cyclopoid/Poecilostomatoid,5,50,0.1,Vancouver Island Inlets
2442,HNG65,Herring,CS11,2015-10-16,49.376,-126.244,1,Calanoid,2,50,0.1,Vancouver Island Inlets
2443,HNG66,Herring,CS11,2015-10-16,49.376,-126.244,10,Euphausiid,5,85.86206897,74.7,Vancouver Island Inlets
2443,HNG66,Herring,CS11,2015-10-16,49.376,-126.244,1.1,Cyclopoid/Poecilostomatoid,2,0.114942529,0.1,Vancouver Island Inlets
2443,HNG66,Herring,CS11,2015-10-16,49.376,-126.244,15,Euphausiid,1,14.02298851,12.2,Vancouver Island Inlets
2444,HNG67,Herring,CS11,2015-10-16,49.376,-126.244,2,Euphausiid,4,39.47368421,4.5,Vancouver Island Inlets
2444,HNG67,Herring,CS11,2015-10-16,49.376,-126.244,13,Euphausiid,1,58.77192982,6.7,Vancouver Island Inlets
2444,HNG67,Herring,CS11,2015-10-16,49.376,-126.244,1.1,Cyclopoid/Poecilostomatoid,10,0.877192982,0.1,Vancouver Island Inlets
2444,HNG67,Herring,CS11,2015-10-16,49.376,-126.244,3,Hyperiid,1,0.877192982,0.1,Vancouver Island Inlets
2445,HNG68,Herring,CS11,2015-10-16,49.376,-126.244,18,Euphausiid,1,62.32394366,17.7,Vancouver Island Inlets
2445,HNG68,Herring,CS11,2015-10-16,49.376,-126.244,7,Euphausiid,1,37.32394366,10.6,Vancouver Island Inlets
2445,HNG68,Herring,CS11,2015-10-16,49.376,-126.244,1.1,Cyclopoid/Poecilostomatoid,4,0.352112676,0.1,Vancouver Island Inlets
2446,HNG69,Herring,CS11,2015-10-16,49.376,-126.244,0.8,Barnacle,1,2.325581395,0.1,Vancouver Island Inlets
2446,HNG69,Herring,CS11,2015-10-16,49.376,-126.244,3,Decapod,1,95.34883721,4.1,Vancouver Island Inlets
2446,HNG69,Herring,CS11,2015-10-16,49.376,-126.244,0.8,Cyclopoid/Poecilostomatoid,1,2.325581395,0.1,Vancouver Island Inlets
2447,HNG70,Herring,CS11,2015-10-16,49.376,-126.244,11,Euphausiid,7,99.93464052,152.9,Vancouver Island Inlets
2447,HNG70,Herring,CS11,2015-10-16,49.376,-126.244,0.9,Cyclopoid/Poecilostomatoid,2,0.065359477,0.1,Vancouver Island Inlets
2448,HNG71,Herring,CS11,2015-10-16,49.376,-126.244,10,Euphausiid,10,99.92630803,135.6,Vancouver Island Inlets
2448,HNG71,Herring,CS11,2015-10-16,49.376,-126.244,0.9,Barnacle,1,0.073691968,0.1,Vancouver Island Inlets
2456,HNG79,Herring,CS19,2015-10-16,49.396,-126.208,6,Hyperiid,2,0.825190011,3.8,Vancouver Island Inlets
2456,HNG79,Herring,CS19,2015-10-16,49.396,-126.208,4,Hyperiid,1,1.758957655,8.1,Vancouver Island Inlets
2456,HNG79,Herring,CS19,2015-10-16,49.396,-126.208,5,Hyperiid,6,3.669923996,16.9,Vancouver Island Inlets
2456,HNG79,Herring,CS19,2015-10-16,49.396,-126.208,3,Hyperiid,18,5.884907709,27.1,Vancouver Island Inlets
2456,HNG79,Herring,CS19,2015-10-16,49.396,-126.208,15,Euphausiid,1,2.410423453,11.1,Vancouver Island Inlets
2456,HNG79,Herring,CS19,2015-10-16,49.396,-126.208,11,Euphausiid,2,2.692725299,12.4,Vancouver Island Inlets
2456,HNG79,Herring,CS19,2015-10-16,49.396,-126.208,10,Euphausiid,22,36.95982628,170.2,Vancouver Island Inlets
2456,HNG79,Herring,CS19,2015-10-16,49.396,-126.208,1,Euphausiid,5,45.1465798,207.9,Vancouver Island Inlets
2456,HNG79,Herring,CS19,2015-10-16,49.396,-126.208,3,Calanoid,3,0.629750271,2.9,Vancouver Island Inlets
2456,HNG79,Herring,CS19,2015-10-16,49.396,-126.208,0.7,Calanoid,1,0.021715527,0.1,Vancouver Island Inlets
2457,HNG80,Herring,CS19,2015-10-16,49.396,-126.208,16,Euphausiid,3,11.19568665,35.3,Vancouver Island Inlets
2457,HNG80,Herring,CS19,2015-10-16,49.396,-126.208,14,Euphausiid,3,10.18078021,32.1,Vancouver Island Inlets
2457,HNG80,Herring,CS19,2015-10-16,49.396,-126.208,13,Euphausiid,3,9.958769426,31.4,Vancouver Island Inlets
2457,HNG80,Herring,CS19,2015-10-16,49.396,-126.208,1,Euphausiid,11,61.78242943,194.8,Vancouver Island Inlets
2457,HNG80,Herring,CS19,2015-10-16,49.396,-126.208,4,Hyperiid,2,2.061528703,6.5,Vancouver Island Inlets
2457,HNG80,Herring,CS19,2015-10-16,49.396,-126.208,3,Hyperiid,1,0.444021567,1.4,Vancouver Island Inlets
2457,HNG80,Herring,CS19,2015-10-16,49.396,-126.208,5,Hyperiid,10,4.345068189,13.7,Vancouver Island Inlets
2457,HNG80,Herring,CS19,2015-10-16,49.396,-126.208,1.5,Parasite,1,0.031715826,0.1,Vancouver Island Inlets
2458,HNG81,Herring,CS19,2015-10-16,49.396,-126.208,2,Decapod,2,0.708103855,2.7,Vancouver Island Inlets
2458,HNG81,Herring,CS19,2015-10-16,49.396,-126.208,1,Cyclopoid/Poecilostomatoid,3,0.026226069,0.1,Vancouver Island Inlets
2458,HNG81,Herring,CS19,2015-10-16,49.396,-126.208,2,Calanoid,1,0.131130344,0.5,Vancouver Island Inlets
2458,HNG81,Herring,CS19,2015-10-16,49.396,-126.208,2,Hyperiid,2,0.340938893,1.3,Vancouver Island Inlets
2458,HNG81,Herring,CS19,2015-10-16,49.396,-126.208,3,Hyperiid,12,2.779963284,10.6,Vancouver Island Inlets
2458,HNG81,Herring,CS19,2015-10-16,49.396,-126.208,1,Euphausiid,17,96.01363756,366.1,Vancouver Island Inlets
2459,HNG82,Herring,CS19,2015-10-16,49.396,-126.208,11,Euphausiid,1,2.311589614,7.3,Vancouver Island Inlets
2459,HNG82,Herring,CS19,2015-10-16,49.396,-126.208,8,Euphausiid,2,3.32488917,10.5,Vancouver Island Inlets
2459,HNG82,Herring,CS19,2015-10-16,49.396,-126.208,7,Euphausiid,14,81.00063331,255.8,Vancouver Island Inlets
2459,HNG82,Herring,CS19,2015-10-16,49.396,-126.208,2,Hyperiid,30,10.25965801,32.4,Vancouver Island Inlets
2459,HNG82,Herring,CS19,2015-10-16,49.396,-126.208,1,Calanoid,2,0.031665611,0.1,Vancouver Island Inlets
2459,HNG82,Herring,CS19,2015-10-16,49.396,-126.208,0.9,Cyclopoid/Poecilostomatoid,1,0.031665611,0.1,Vancouver Island Inlets
2459,HNG82,Herring,CS19,2015-10-16,49.396,-126.208,4,Hyperiid,1,0.664977834,2.1,Vancouver Island Inlets
2459,HNG82,Herring,CS19,2015-10-16,49.396,-126.208,3,Hyperiid,3,2.374920836,7.5,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,9,Decapod,1,0.253057782,0.6,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,1,Amphipod,1,0.210881485,0.5,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,0.7,Barnacle,1,0.042176297,0.1,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,1,Parasite,3,0.042176297,0.1,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,5,Euphausiid,6,0.759173345,1.8,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,1.5,Euphausiid,6,0.506115563,1.2,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,0.5,Euphausiid,10,0.084352594,0.2,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,1.1,Cyclopoid/Poecilostomatoid,2,0.042176297,0.1,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,2.5,Calanoid,3,0.801349642,1.9,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,2.5,Calanoid,16,1.897933361,4.5,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,2,0.253057782,0.6,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,5,0.421762969,1,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,1.3,Calanoid,1,0.042176297,0.1,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,0.7,Calanoid,10,0.168705188,0.4,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,26,1.476170392,3.5,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,1.4,Calanoid,1,0.042176297,0.1,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,1,Chaetognath,3,0.042176297,0.1,Vancouver Island Inlets
2466,HNG89,Herring,CS19,2015-10-14,49.396,-126.208,0.1,Crustacean,1,92.91438212,220.3,Vancouver Island Inlets
2467,HNG90,Herring,CS19,2015-10-14,49.396,-126.208,1.5,Parasite,2,0.15060241,0.1,Vancouver Island Inlets
2467,HNG90,Herring,CS19,2015-10-14,49.396,-126.208,1,Cyclopoid/Poecilostomatoid,4,0.15060241,0.1,Vancouver Island Inlets
2467,HNG90,Herring,CS19,2015-10-14,49.396,-126.208,1,Euphausiid,3,0.15060241,0.1,Vancouver Island Inlets
2467,HNG90,Herring,CS19,2015-10-14,49.396,-126.208,2,Decapod,2,1.355421687,0.9,Vancouver Island Inlets
2467,HNG90,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,2,1.506024096,1,Vancouver Island Inlets
2467,HNG90,Herring,CS19,2015-10-14,49.396,-126.208,2.1,Calanoid,1,0.301204819,0.2,Vancouver Island Inlets
2467,HNG90,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,10,5.421686747,3.6,Vancouver Island Inlets
2467,HNG90,Herring,CS19,2015-10-14,49.396,-126.208,1,Hyperiid,2,0.15060241,0.1,Vancouver Island Inlets
2467,HNG90,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,37,11.44578313,7.6,Vancouver Island Inlets
2467,HNG90,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,5,3.614457831,2.4,Vancouver Island Inlets
2467,HNG90,Herring,CS19,2015-10-14,49.396,-126.208,8,Chaetognath,6,3.162650602,2.1,Vancouver Island Inlets
2467,HNG90,Herring,CS19,2015-10-14,49.396,-126.208,14,Chaetognath,15,22.74096386,15.1,Vancouver Island Inlets
2467,HNG90,Herring,CS19,2015-10-14,49.396,-126.208,15,Chaetognath,4,12.95180723,8.6,Vancouver Island Inlets
2467,HNG90,Herring,CS19,2015-10-14,49.396,-126.208,9,Larvacean,1,36.89759036,24.5,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,4,Euphausiid,2,0.260824204,0.5,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,2,Euphausiid,2,0.20865936400000001,0.4,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,1,Euphausiid,3,0.052164841000000003,0.1,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,1,Parasite,1,0.052164841000000003,0.1,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,1,Bivalve,1,0.052164841000000003,0.1,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,0.1,Copepod,1,0.052164841000000003,0.1,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,1,Hyperiid,1,0.052164841000000003,0.1,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,2,Hyperiid,1,0.052164841000000003,0.1,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,1,Cyclopoid/Poecilostomatoid,6,0.10432968200000001,0.2,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,2.5,Calanoid,1,0.20865936400000001,0.4,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,2.5,Calanoid,3,0.469483568,0.9,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,2.4,Calanoid,5,0.417318727,0.8,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,3,0.417318727,0.8,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,11,0.782472613,1.5,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,0.9,Calanoid,8,0.052164841000000003,0.1,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,8,Calanoid,1,7.042253521,13.5,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,4,Larvacean,1,1.669274909,3.2,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,11,Chaetognath,17,5.164319249,9.9,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,10,Chaetognath,21,5.007824726,9.6,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,10,Chaetognath,1,76.00417319,145.7,Vancouver Island Inlets
2468,HNG91,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,18,1.877934272,3.6,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,18,Chaetognath,19,5.873140172,7.5,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,10,Chaetognath,7,0.939702428,1.2,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,6,Chaetognath,1,44.4009397,56.7,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,7,Decapod,1,0.313234143,0.4,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,1,Hyperiid,1,0.078308536,0.1,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,3,Euphausiid,5,1.018010963,1.3,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,1,Euphausiid,5,0.078308536,0.1,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,5,Larvacean,1,29.91386061,38.2,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,1.1,Cyclopoid/Poecilostomatoid,6,0.078308536,0.1,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,2.4,Calanoid,9,2.270947533,2.9,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,17,6.108065779,7.8,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,0.9,Calanoid,6,0.078308536,0.1,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,43,7.047768207,9,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,1,Calanoid,2,0.078308536,0.1,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,1,Calanoid,1,0.078308536,0.1,Vancouver Island Inlets
2470,HNG93,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,10,1.644479248,2.1,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,0.7,Pteropod,1,0.050709939,0.1,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,1,Parasite,1,0.050709939,0.1,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,1,Hyperiid,1,0.050709939,0.1,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,0.1,Diatom,1,0.050709939,0.1,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,4,Euphausiid,8,1.014198783,2,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,2,Euphausiid,12,0.60851927,1.2,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,1.1,Cyclopoid/Poecilostomatoid,16,0.202839757,0.4,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,0.9,Cyclopoid/Poecilostomatoid,16,0.202839757,0.4,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,12,Chaetognath,12,3.042596349,6,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,7,Chaetognath,16,2.231237323,4.4,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,7,Chaetognath,4,27.38336714,54,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,7,Larvacean,4,47.46450304,93.6,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,32,2.636916836,5.2,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,0.8,Calanoid,16,0.202839757,0.4,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,48,3.651115619,7.2,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,1.8,Calanoid,28,1.622718053,3.2,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,1.3,Calanoid,4,0.202839757,0.4,Vancouver Island Inlets
2471,HNG94,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,68,9.330628803,18.4,Vancouver Island Inlets
2472,HNG95,Herring,CS19,2015-10-14,49.396,-126.208,2.2,Euphausiid,1,0.278940028,0.2,Vancouver Island Inlets
2472,HNG95,Herring,CS19,2015-10-14,49.396,-126.208,0.7,Euphausiid,1,0.139470014,0.1,Vancouver Island Inlets
2472,HNG95,Herring,CS19,2015-10-14,49.396,-126.208,1.1,Hyperiid,2,0.139470014,0.1,Vancouver Island Inlets
2472,HNG95,Herring,CS19,2015-10-14,49.396,-126.208,10,Chaetognath,1,12.27336123,8.8,Vancouver Island Inlets
2472,HNG95,Herring,CS19,2015-10-14,49.396,-126.208,5.8,Larvacean,1,20.22315202,14.5,Vancouver Island Inlets
2472,HNG95,Herring,CS19,2015-10-14,49.396,-126.208,3.5,Digested food,1,59.972106,43,Vancouver Island Inlets
2472,HNG95,Herring,CS19,2015-10-14,49.396,-126.208,2.5,Calanoid,3,1.813110181,1.3,Vancouver Island Inlets
2472,HNG95,Herring,CS19,2015-10-14,49.396,-126.208,2.2,Calanoid,9,2.928870293,2.1,Vancouver Island Inlets
2472,HNG95,Herring,CS19,2015-10-14,49.396,-126.208,2,Copepod,14,2.231520223,1.6,Vancouver Island Inlets
2473,HNG96,Herring,CS19,2015-10-14,49.396,-126.208,2,Hyperiid,6,0.272603362,0.6,Vancouver Island Inlets
2473,HNG96,Herring,CS19,2015-10-14,49.396,-126.208,5.5,Euphausiid,5,0.681508405,1.5,Vancouver Island Inlets
2473,HNG96,Herring,CS19,2015-10-14,49.396,-126.208,1.3,Euphausiid,6,0.045433894,0.1,Vancouver Island Inlets
2473,HNG96,Herring,CS19,2015-10-14,49.396,-126.208,0.8,Cyclopoid/Poecilostomatoid,1,0.045433894,0.1,Vancouver Island Inlets
2473,HNG96,Herring,CS19,2015-10-14,49.396,-126.208,0.9,Calanoid,6,0.045433894,0.1,Vancouver Island Inlets
2473,HNG96,Herring,CS19,2015-10-14,49.396,-126.208,2.5,Calanoid,7,1.181281236,2.6,Vancouver Island Inlets
2473,HNG96,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,5,0.363471149,0.8,Vancouver Island Inlets
2473,HNG96,Herring,CS19,2015-10-14,49.396,-126.208,2,Calanoid,15,1.817355747,4,Vancouver Island Inlets
2473,HNG96,Herring,CS19,2015-10-14,49.396,-126.208,16,Chaetognath,22,3.044070877,6.7,Vancouver Island Inlets
2473,HNG96,Herring,CS19,2015-10-14,49.396,-126.208,8,Chaetognath,16,17.35574739,38.2,Vancouver Island Inlets
2473,HNG96,Herring,CS19,2015-10-14,49.396,-126.208,5,Larvacean,1,75.14766015,165.4,Vancouver Island Inlets
2474,HNG97,Herring,CS19,2015-10-14,49.396,-126.208,4,Calanoid,2,1.117942985,2,Vancouver Island Inlets
2474,HNG97,Herring,CS19,2015-10-14,49.396,-126.208,1.5,Calanoid,1,0.055897149,0.1,Vancouver Island Inlets
2474,HNG97,Herring,CS19,2015-10-14,49.396,-126.208,0.8,Cyclopoid/Poecilostomatoid,2,0.055897149,0.1,Vancouver Island Inlets
2474,HNG97,Herring,CS19,2015-10-14,49.396,-126.208,2.5,Decapod,1,0.838457239,1.5,Vancouver Island Inlets
2474,HNG97,Herring,CS19,2015-10-14,49.396,-126.208,1,Parasite,2,0.055897149,0.1,Vancouver Island Inlets
2474,HNG97,Herring,CS19,2015-10-14,49.396,-126.208,2,Decapod,1,0.167691448,0.3,Vancouver Island Inlets
